presupuesto_min,fuente_lead,tipo_propiedad,interacciones_iniciales,conversion
141000,1,1,5,1
95000,1,1,3,0
216000,1,1,2,1
214000,1,4,5,0
208000,1,4,0,1
349000,1,2,0,1
333000,1,2,6,0
122000,1,3,3,0
184000,1,3,3,0
106000,1,2,5,0
152000,1,1,2,0
108000,1,2,3,0
366000,1,4,0,0
183000,2,1,0,1
133000,1,2,3,1
289000,1,1,0,0
50000,1,1,4,1
50000,1,2,4,0
232000,1,1,18,1
155000,1,3,3,0
172000,1,3,3,1
72000,1,1,5,1
148000,2,3,0,1
451000,1,3,2,0
236000,1,2,2,1
165000,1,2,3,1
118000,1,3,2,0
121000,2,1,0,1
50000,1,1,0,1
173000,1,1,0,1
239000,1,1,4,0
63000,1,2,1,1
104000,1,1,6,0
79000,1,2,0,0
88000,2,2,0,1
154000,1,3,3,1
50000,1,2,3,0
210000,1,3,3,0
227000,1,3,4,0
131000,1,1,6,1
50000,1,2,3,1
87000,1,1,2,1
296000,1,3,5,1
50000,1,2,2,1
124000,1,1,2,0
78000,1,1,3,1
233000,1,1,2,1
103000,1,3,0,0
187000,1,3,6,1
205000,1,1,2,1
412000,1,1,2,0
134000,1,1,4,0
184000,1,2,4,0
66000,1,1,2,1
289000,1,1,5,0
99000,1,3,3,0
110000,1,2,13,0
148000,1,2,3,0
64000,1,2,0,0
170000,1,2,4,1
255000,1,2,9,0
176000,1,1,5,1
63000,1,1,2,1
140000,1,4,0,0
226000,1,3,6,1
53000,1,2,5,0
83000,1,1,2,1
243000,2,1,0,1
174000,1,1,1,0
188000,1,3,3,0
417000,1,3,7,1
194000,1,2,9,0
215000,1,4,4,0
666000,1,1,2,0
133000,1,2,4,1
97000,1,1,2,1
190000,1,1,2,1
191000,1,3,1,1
112000,1,3,0,1
85000,1,1,0,1
534000,1,1,11,1
180000,1,2,0,0
100000,1,1,0,1
248000,1,2,0,0
141000,1,2,11,0
131000,2,1,6,1
204000,1,1,4,0
74000,1,1,6,1
182000,1,3,2,0
430000,2,1,0,1
194000,1,2,0,1
122000,1,1,8,0
113000,1,2,2,0
120000,1,1,2,1
130000,1,1,4,1
122000,1,2,6,1
248000,1,2,2,0
58000,1,1,5,0
241000,1,1,4,0
122000,1,4,2,1
185000,2,1,0,1
81000,1,1,0,0
311000,1,1,7,0
298000,1,1,3,1
254000,1,2,2,1
65000,1,2,0,1
237000,1,2,2,1
187000,1,2,5,0
62000,1,1,3,0
148000,1,3,6,1
183000,1,1,5,0
204000,1,1,4,0
165000,1,2,2,1
176000,1,1,0,0
337000,1,1,8,1
294000,1,1,2,1
50000,1,2,3,1
126000,1,1,3,0
137000,1,2,0,1
57000,1,3,5,0
158000,1,2,0,0
298000,2,1,0,1
83000,2,3,0,1
180000,1,1,2,1
91000,1,3,3,0
104000,1,2,2,1
338000,1,1,5,0
111000,1,3,3,0
193000,2,2,3,1
54000,1,2,2,0
418000,2,1,3,1
209000,1,2,2,1
136000,2,2,0,1
206000,1,3,2,1
69000,1,1,3,0
287000,1,2,2,0
126000,1,2,3,1
134000,1,2,0,0
114000,1,2,3,1
109000,1,1,5,1
220000,1,3,3,1
173000,2,1,0,1
215000,1,1,2,1
149000,1,2,4,1
199000,1,1,2,0
119000,1,1,5,0
511000,1,1,4,1
63000,1,2,3,0
300000,1,4,4,0
318000,1,2,4,0
94000,1,1,3,0
511000,2,3,0,1
259000,1,1,5,0
256000,1,4,1,0
152000,1,2,7,1
133000,1,1,8,0
134000,1,2,5,1
186000,1,1,6,0
324000,1,3,2,1
166000,1,1,4,1
91000,1,3,4,1
236000,1,3,0,0
249000,1,3,3,0
215000,1,3,0,0
226000,1,1,2,0
129000,1,2,6,0
90000,1,3,4,0
93000,1,1,11,1
61000,1,1,4,1
171000,1,1,3,0
143000,1,1,2,0
118000,1,3,4,1
50000,1,2,10,1
76000,1,2,8,0
278000,1,4,4,1
104000,1,1,5,0
183000,1,3,6,0
70000,1,1,2,1
331000,1,1,2,0
139000,1,1,3,1
176000,1,1,1,0
539000,1,1,3,1
345000,1,2,2,1
127000,1,1,5,0
108000,1,1,2,0
125000,1,2,5,1
199000,1,1,4,0
142000,1,3,6,0
121000,1,3,4,0
336000,1,2,6,1
141000,1,2,4,0
531000,1,2,6,1
158000,1,2,0,0
400000,1,3,2,1
183000,1,4,20,0
255000,1,1,0,1
101000,1,2,5,0
94000,1,3,6,0
193000,1,1,0,0
258000,1,2,1,0
153000,1,2,4,0
74000,1,2,2,0
71000,1,1,4,1
68000,1,1,2,1
57000,1,1,3,1
159000,1,2,8,1
278000,1,3,4,0
149000,1,3,6,0
50000,1,1,5,1
135000,1,1,2,0
137000,1,3,3,1
475000,1,2,5,0
67000,1,2,1,0
121000,1,1,7,0
383000,1,1,6,1
192000,1,3,0,0
204000,1,2,1,1
160000,1,1,3,0
180000,1,3,0,0
230000,1,2,4,0
96000,1,3,3,0
243000,1,2,2,0
70000,1,2,3,0
180000,1,3,1,1
165000,1,4,2,0
107000,1,4,5,1
148000,1,3,12,0
107000,1,2,3,0
83000,1,1,5,0
123000,1,1,0,0
82000,1,3,2,0
179000,1,1,5,0
80000,1,3,3,0
222000,1,3,9,0
78000,1,4,10,0
110000,1,3,6,1
106000,1,2,3,0
311000,1,2,5,1
180000,1,4,0,0
134000,1,1,3,0
197000,1,1,6,0
50000,1,4,16,1
146000,1,2,5,0
450000,1,2,4,0
161000,1,1,3,1
156000,1,2,2,1
203000,1,3,4,1
245000,1,2,4,1
50000,1,1,6,0
59000,1,2,3,0
168000,1,3,4,0
101000,1,3,3,0
309000,1,1,11,1
126000,1,2,4,1
52000,1,1,5,0
75000,1,2,12,0
50000,1,1,2,1
132000,1,2,3,1
135000,1,2,3,0
119000,1,1,2,0
272000,1,1,3,0
290000,1,1,4,0
137000,1,1,4,1
50000,1,2,4,1
211000,1,1,4,1
204000,1,1,8,0
178000,1,4,6,0
257000,1,1,0,0
79000,1,3,9,0
453000,1,2,2,0
88000,1,2,5,1
226000,2,2,0,1
59000,1,1,3,1
90000,1,3,0,0
345000,1,3,4,1
130000,1,1,2,1
238000,1,3,0,0
171000,1,2,4,1
142000,1,3,5,0
318000,1,3,6,0
132000,1,1,0,0
56000,1,3,4,1
96000,1,4,2,0
203000,2,2,3,1
186000,3,1,2,1
63000,2,3,0,1
101000,1,2,6,0
109000,1,1,2,1
123000,1,3,4,1
70000,1,2,2,0
106000,1,3,0,0
100000,1,2,6,0
229000,1,1,4,1
234000,1,4,2,1
138000,2,2,2,1
121000,1,2,3,1
162000,2,1,0,1
96000,1,1,2,1
80000,2,2,0,1
89000,2,1,0,1
106000,2,3,0,1
79000,1,4,14,1
164000,2,3,0,1
224000,2,1,0,1
63000,1,2,0,1
152000,2,1,0,1
133000,1,3,0,1
181000,2,2,0,1
149000,2,3,0,1
67000,2,1,3,1
75000,2,1,0,1
152000,1,4,6,0
264000,2,2,0,1
50000,2,3,0,1
181000,1,3,4,0
289000,1,2,17,0
138000,1,2,6,1
203000,1,2,7,0
102000,1,3,2,0
140000,1,4,2,0
62000,2,1,0,1
50000,1,2,3,1
252000,1,1,2,0
87000,1,2,2,1
117000,1,3,2,1
70000,1,3,0,0
69000,1,1,2,1
136000,1,1,2,0
100000,1,1,2,0
185000,1,1,3,1
192000,1,1,4,1
179000,1,3,2,0
171000,1,1,2,1
357000,1,1,5,0
83000,1,2,2,0
146000,1,1,3,0
280000,1,1,2,0
301000,1,3,4,0
69000,1,1,4,1
126000,1,1,0,0
317000,1,2,13,1
198000,1,1,5,0
167000,1,1,3,0
133000,1,1,3,0
121000,1,1,7,1
176000,1,3,4,0
131000,1,1,5,1
147000,1,1,3,1
157000,1,1,4,0
103000,2,4,1,1
201000,1,1,0,1
745000,1,3,8,0
56000,1,1,13,1
179000,2,4,0,0
99000,1,1,2,1
206000,1,1,5,0
154000,1,2,0,0
228000,1,1,2,0
286000,1,3,5,0
167000,1,2,0,0
280000,1,2,3,1
50000,1,1,6,0
360000,1,2,2,0
184000,1,1,0,1
271000,1,4,0,0
77000,1,2,3,1
95000,1,2,5,1
163000,1,3,2,0
149000,3,2,0,0
175000,3,2,3,0
272000,3,1,0,0
57000,3,2,0,0
256000,3,1,0,1
151000,3,1,0,1
134000,3,3,0,0
67000,3,1,8,0
198000,3,2,0,0
50000,3,1,0,1
214000,3,1,0,1
66000,3,3,0,1
154000,1,1,0,0
140000,1,2,2,1
285000,1,2,2,1
136000,1,3,4,1
102000,1,1,3,1
114000,1,3,5,0
302000,1,2,3,1
201000,1,1,3,1
121000,1,1,0,0
132000,1,1,4,0
63000,1,2,3,1
186000,1,1,4,0
57000,1,1,1,0
227000,1,2,0,0
161000,1,2,7,0
557000,1,1,5,0
82000,1,1,2,0
142000,1,1,14,0
403000,2,2,0,1
289000,1,3,2,0
102000,1,2,0,0
170000,1,2,0,1
150000,1,1,4,1
175000,1,4,7,0
102000,1,1,3,0
143000,1,1,10,0
62000,1,1,2,0
162000,1,1,2,0
192000,1,3,6,0
132000,1,1,3,0
62000,1,1,8,1
258000,1,1,10,1
183000,1,4,6,0
101000,1,3,4,1
129000,1,3,0,0
66000,1,3,2,0
85000,1,3,0,0
112000,2,2,0,1
295000,2,1,0,1
106000,1,1,5,0
213000,1,1,0,0
112000,1,2,3,0
172000,1,1,3,0
139000,1,1,2,0
242000,1,2,0,0
112000,1,1,0,0
63000,1,1,2,0
70000,1,1,0,0
112000,1,2,3,1
75000,1,1,0,0
188000,1,1,0,0
116000,1,1,3,1
554000,1,3,14,0
58000,1,1,5,1
168000,1,1,4,0
81000,1,3,4,1
114000,1,3,6,0
162000,1,1,4,0
50000,1,1,3,0
171000,1,1,4,1
427000,1,2,3,0
117000,1,1,5,0
173000,1,3,0,0
264000,1,3,3,0
137000,2,2,0,1
109000,1,1,2,1
50000,1,3,6,0
213000,1,2,7,0
141000,1,3,7,0
86000,1,1,4,1
161000,1,2,4,0
109000,1,3,2,1
112000,1,4,0,0
209000,1,2,0,0
72000,1,2,4,0
267000,1,1,3,1
70000,1,2,5,1
104000,1,3,2,1
432000,1,2,7,1
279000,1,1,2,0
158000,1,1,2,0
89000,1,2,8,0
112000,1,3,0,0
156000,1,1,4,1
153000,1,1,7,1
143000,1,3,1,1
147000,1,2,3,1
133000,1,1,2,0
68000,1,1,9,0
113000,1,1,1,0
248000,1,1,4,0
71000,1,2,0,0
135000,1,2,3,1
96000,1,2,5,0
159000,1,2,2,1
121000,1,1,3,0
338000,1,1,22,0
198000,1,1,5,0
73000,1,1,2,0
217000,1,2,5,1
98000,1,1,0,1
109000,1,2,0,1
178000,1,1,2,1
114000,1,1,2,1
245000,1,1,2,0
98000,1,2,6,0
107000,1,2,0,0
105000,1,3,0,1
110000,2,1,0,1
275000,1,2,4,1
212000,1,3,4,0
384000,1,1,3,0
522000,1,1,4,0
85000,2,1,0,1
156000,1,1,0,0
79000,1,3,12,0
98000,1,1,2,1
106000,1,2,3,0
84000,1,3,3,0
84000,1,1,0,1
139000,2,2,0,1
77000,1,1,5,1
238000,2,2,0,1
91000,1,1,0,0
703000,1,1,3,0
117000,1,1,4,1
156000,1,2,3,1
74000,1,2,2,0
383000,1,2,2,1
278000,1,1,3,1
177000,1,4,5,0
72000,1,1,5,0
168000,1,3,2,0
81000,1,2,3,0
335000,1,2,6,1
234000,2,1,3,1
158000,1,3,3,0
50000,1,2,0,0
87000,2,1,0,1
219000,1,3,0,0
292000,1,1,4,0
276000,1,2,0,1
62000,1,2,4,0
177000,1,3,11,1
262000,1,2,3,0
60000,1,1,3,0
149000,1,2,4,0
174000,1,1,8,0
127000,1,2,3,0
54000,1,2,0,0
125000,1,3,7,0
125000,1,1,0,0
138000,1,1,4,0
110000,1,2,0,0
118000,1,1,5,0
147000,1,1,6,1
191000,1,1,2,0
127000,1,2,0,0
120000,2,1,2,1
158000,1,2,6,1
52000,1,3,3,1
195000,1,2,3,0
150000,1,1,2,0
153000,1,1,10,0
254000,1,1,8,1
51000,1,2,5,0
51000,1,2,2,0
174000,1,1,10,1
149000,1,1,8,1
165000,1,1,3,0
116000,1,1,5,0
216000,1,4,1,0
251000,1,1,0,1
196000,1,1,0,0
130000,1,1,3,1
50000,1,1,5,1
229000,1,1,2,0
294000,1,1,2,0
214000,1,1,2,1
92000,1,1,30,0
217000,1,2,5,0
241000,1,2,2,1
354000,1,1,6,0
93000,1,3,8,0
132000,1,1,4,1
226000,1,4,3,0
155000,1,3,16,1
81000,1,1,3,0
188000,1,1,5,0
206000,1,3,3,0
157000,1,1,1,0
169000,1,1,3,1
130000,1,2,6,0
338000,1,2,6,0
91000,1,3,0,0
109000,1,2,2,1
151000,1,3,3,0
243000,1,2,2,0
66000,1,2,2,0
73000,1,2,2,0
50000,1,4,3,1
153000,1,4,9,0
81000,1,3,5,0
121000,1,3,10,1
216000,1,2,7,0
105000,1,1,6,0
170000,1,3,3,0
127000,1,1,3,0
217000,1,1,4,0
195000,1,1,1,0
103000,1,2,2,0
137000,1,2,5,1
266000,1,1,3,1
186000,1,1,2,0
70000,2,1,0,1
215000,2,1,0,1
83000,1,1,4,0
326000,2,2,0,1
263000,1,1,2,0
176000,1,1,6,0
164000,1,1,3,0
134000,1,2,9,1
218000,1,3,15,1
122000,1,1,4,0
171000,1,1,7,1
242000,1,2,2,0
110000,1,1,0,0
107000,1,3,0,0
78000,1,4,2,0
84000,1,2,0,1
55000,1,4,11,0
224000,1,1,5,0
406000,1,1,11,1
329000,1,1,3,1
61000,1,1,3,0
223000,1,1,4,1
328000,1,2,3,1
117000,1,2,6,1
159000,1,1,0,1
50000,1,2,3,0
174000,1,1,7,0
84000,1,1,3,1
167000,1,1,3,1
64000,1,2,6,0
202000,1,2,6,0
264000,1,2,2,0
98000,1,1,0,0
80000,1,1,2,1
50000,1,4,8,0
130000,1,1,0,1
109000,1,1,9,0
64000,1,1,4,0
192000,2,1,0,1
117000,1,2,0,1
83000,1,1,6,1
111000,1,2,2,1
270000,1,3,0,0
209000,1,1,3,0
140000,1,1,2,0
211000,1,3,4,0
79000,1,2,5,1
153000,1,3,2,0
163000,1,1,0,1
116000,1,2,3,0
191000,1,3,5,0
98000,1,1,0,0
199000,1,3,4,0
203000,1,2,0,0
50000,1,3,0,1
289000,1,1,3,0
50000,1,1,9,1
107000,1,1,2,1
264000,1,4,0,0
126000,1,1,8,0
67000,1,1,0,0
82000,1,3,0,0
264000,1,1,2,0
52000,1,2,3,0
279000,1,1,5,1
146000,1,2,2,0
78000,1,1,5,1
109000,1,2,0,1
86000,1,2,0,1
242000,1,1,3,1
224000,1,1,5,0
58000,1,1,4,1
120000,1,2,0,1
93000,1,1,4,1
306000,1,1,0,1
71000,1,1,2,1
362000,1,2,2,0
147000,1,2,3,0
79000,1,1,1,0
103000,1,3,4,0
97000,1,2,2,0
74000,1,3,2,0
158000,1,2,3,0
76000,1,1,0,0
50000,1,4,2,0
122000,1,3,0,0
56000,1,2,2,0
99000,1,1,8,1
91000,1,1,5,0
93000,1,2,3,0
451000,1,1,0,1
155000,1,2,2,1
172000,1,1,3,1
56000,1,2,5,0
105000,1,1,13,1
169000,1,1,2,0
85000,1,1,1,1
247000,1,3,0,1
77000,1,2,0,1
128000,1,3,0,0
109000,1,2,9,0
164000,1,3,0,0
105000,1,2,3,1
129000,1,3,5,0
132000,1,3,2,0
100000,1,2,3,0
196000,2,1,0,1
171000,1,2,3,0
143000,1,1,4,1
118000,1,1,5,1
232000,1,2,0,1
132000,1,3,3,0
127000,1,1,2,1
159000,1,1,0,0
381000,1,3,2,1
72000,1,1,0,1
229000,1,1,5,0
53000,1,2,6,0
169000,1,3,2,0
357000,2,2,0,1
196000,1,2,6,1
165000,1,1,2,0
110000,1,1,2,0
153000,1,3,5,1
131000,1,3,4,1
97000,1,1,4,0
128000,1,1,0,0
167000,1,1,3,1
98000,1,1,6,0
96000,1,1,3,0
71000,1,1,11,1
186000,1,3,4,1
202000,1,1,10,1
170000,1,2,3,0
255000,1,2,0,0
157000,1,3,3,1
186000,2,4,0,1
177000,1,1,5,0
143000,1,1,3,0
112000,1,2,3,0
507000,1,1,0,0
117000,1,1,0,0
104000,2,1,3,1
190000,1,3,0,1
172000,1,1,1,0
69000,1,2,2,1
278000,1,1,4,1
142000,1,2,14,0
81000,1,1,2,0
288000,1,3,0,0
212000,1,2,3,0
75000,2,1,7,1
399000,2,1,3,1
216000,1,3,2,1
149000,2,3,0,1
360000,2,1,0,1
164000,1,1,5,1
148000,1,1,4,1
104000,1,1,3,0
207000,1,1,1,1
195000,2,1,0,1
151000,1,1,0,1
97000,1,3,2,0
161000,1,3,2,1
144000,1,3,4,0
72000,1,2,3,1
67000,1,2,0,1
205000,1,1,5,1
50000,1,2,5,1
168000,1,1,0,0
115000,1,2,10,1
308000,1,4,0,0
114000,1,3,3,1
216000,1,1,9,1
121000,1,2,4,0
160000,1,1,0,0
225000,1,1,5,0
116000,1,1,3,0
259000,1,1,2,0
87000,1,2,5,0
176000,1,1,1,0
249000,1,1,4,0
216000,1,4,4,0
430000,2,2,0,1
99000,1,1,2,1
70000,1,2,2,0
87000,1,2,5,0
216000,1,2,5,0
197000,1,2,0,0
159000,1,3,3,0
81000,1,1,13,1
229000,1,2,9,1
76000,1,1,4,0
284000,1,3,3,1
722000,1,1,3,0
183000,1,1,4,0
207000,1,4,13,1
114000,1,2,2,0
55000,1,1,4,0
108000,1,1,7,0
82000,1,1,3,0
68000,1,4,3,1
387000,1,1,3,1
174000,1,1,1,0
185000,1,2,4,0
127000,1,1,2,0
136000,2,1,0,0
255000,1,3,0,0
147000,1,1,8,1
201000,1,3,5,0
135000,2,3,0,1
124000,2,1,3,1
69000,1,2,0,0
51000,1,3,0,0
130000,1,2,2,0
155000,1,2,4,0
74000,1,1,7,1
147000,1,1,4,0
155000,1,2,2,1
50000,1,1,2,0
91000,1,1,4,1
188000,1,2,0,1
186000,1,1,0,1
80000,1,3,16,0
164000,1,3,0,1
263000,1,3,0,0
230000,2,1,0,1
142000,1,1,0,1
116000,1,3,2,1
106000,1,1,2,0
194000,1,2,2,1
167000,1,2,3,1
212000,1,1,4,0
161000,1,1,6,0
235000,1,2,0,0
158000,1,1,7,1
231000,1,3,3,1
242000,1,2,7,1
96000,1,1,3,1
55000,1,2,0,1
351000,1,1,2,0
173000,1,1,0,1
58000,1,4,5,1
101000,1,2,8,0
229000,1,2,7,1
129000,1,3,0,1
113000,1,2,2,1
324000,1,1,0,0
84000,1,1,0,1
97000,1,1,4,1
168000,1,1,3,1
186000,1,2,9,1
197000,1,2,7,0
248000,1,1,10,0
167000,1,2,6,0
196000,2,3,0,1
130000,2,4,0,1
155000,1,1,3,0
159000,1,3,2,0
169000,2,3,0,1
229000,1,1,2,1
204000,1,1,0,0
154000,1,1,16,1
96000,2,2,0,1
156000,1,2,0,0
148000,1,2,5,1
167000,1,3,2,0
505000,2,1,0,1
112000,2,1,0,1
189000,1,3,4,1
270000,1,4,6,0
158000,2,3,3,1
543000,2,1,0,1
122000,2,1,0,1
179000,1,1,0,1
97000,2,1,3,1
124000,1,1,3,1
172000,1,3,0,0
239000,1,2,4,0
179000,1,1,2,1
300000,1,1,5,1
142000,2,1,0,1
125000,1,2,2,0
664000,1,2,2,0
186000,1,1,5,0
101000,1,3,4,0
102000,2,1,3,1
89000,1,1,9,0
251000,1,4,7,1
123000,1,1,0,0
161000,1,1,0,0
145000,1,2,4,1
224000,1,1,4,0
94000,1,1,0,1
83000,1,1,3,1
170000,1,1,23,1
209000,1,2,5,1
180000,1,1,3,0
96000,1,3,5,1
218000,2,3,2,1
100000,1,1,2,1
113000,1,1,0,1
89000,1,1,5,1
307000,1,1,3,1
213000,2,1,0,1
209000,1,3,2,0
298000,1,1,2,0
705000,1,2,4,1
59000,1,2,4,0
100000,1,3,2,0
107000,1,1,10,0
94000,1,1,9,0
83000,1,4,5,1
127000,1,1,12,1
77000,1,2,5,0
180000,1,2,5,0
154000,1,2,8,0
195000,1,1,3,0
198000,1,1,2,0
209000,1,2,5,0
122000,1,2,5,0
482000,1,3,3,0
171000,1,2,8,0
54000,1,3,4,1
86000,1,4,1,0
58000,1,2,5,1
151000,1,1,3,0
140000,1,1,4,0
116000,1,2,2,0
453000,1,2,3,1
203000,1,1,5,0
224000,1,2,55,0
90000,1,1,4,1
87000,1,1,3,0
153000,1,3,0,0
165000,1,1,4,0
54000,1,2,7,1
136000,1,2,4,1
151000,1,2,3,1
133000,1,1,3,1
96000,1,2,2,1
111000,1,1,5,0
136000,1,2,5,0
158000,1,1,4,0
209000,1,4,3,0
272000,1,3,2,0
128000,1,1,3,0
117000,1,1,2,0
191000,1,1,0,0
210000,1,2,0,1
118000,1,2,3,0
232000,1,2,3,1
257000,1,3,6,0
305000,1,2,2,0
399000,1,2,3,0
93000,1,1,0,1
151000,1,2,7,0
151000,1,2,0,0
142000,1,3,5,0
105000,1,1,3,0
66000,1,1,18,0
158000,1,1,2,0
98000,1,3,3,0
157000,1,2,3,0
97000,1,1,6,1
82000,1,1,0,1
171000,1,2,3,0
163000,1,3,0,1
206000,1,4,8,1
499000,1,3,2,0
175000,1,3,10,0
196000,1,1,5,0
83000,1,1,11,1
74000,1,2,3,0
358000,1,2,4,0
90000,1,1,2,0
84000,1,2,7,1
147000,1,1,4,0
143000,1,1,10,0
91000,1,1,5,1
127000,1,3,4,1
295000,1,2,3,0
96000,1,2,5,1
70000,1,3,4,0
252000,2,3,0,1
197000,1,1,14,1
107000,1,3,4,1
63000,1,1,2,1
100000,1,2,1,1
146000,1,1,5,0
285000,1,1,4,1
85000,1,2,3,0
143000,1,1,1,0
217000,1,2,0,1
50000,1,2,4,0
265000,1,2,3,0
78000,1,1,0,0
180000,1,1,0,1
172000,1,1,4,0
272000,1,3,5,0
203000,1,3,5,1
50000,1,1,7,0
97000,1,2,1,0
162000,1,2,5,0
135000,1,4,0,0
195000,1,1,4,1
232000,1,2,0,0
210000,1,2,3,1
133000,1,1,0,0
54000,1,1,2,1
117000,1,1,4,1
189000,1,2,0,1
82000,1,2,2,1
212000,1,2,2,1
247000,2,1,0,1
161000,1,3,0,1
50000,1,1,3,0
74000,1,4,0,0
423000,1,1,2,0
111000,1,3,0,0
50000,1,3,4,0
296000,1,3,3,0
151000,1,3,5,1
275000,1,1,4,0
175000,1,2,2,1
193000,1,2,2,0
183000,2,1,0,1
220000,1,4,11,1
525000,1,1,0,0
256000,1,1,2,0
63000,1,3,21,1
192000,1,1,4,1
281000,1,1,2,0
291000,1,1,2,0
119000,1,3,9,0
285000,1,3,2,0
250000,1,1,5,0
617000,1,2,3,1
99000,1,2,2,0
113000,1,2,0,0
127000,1,2,6,0
115000,1,4,0,0
92000,1,1,2,0
50000,1,1,3,0
118000,1,2,2,0
184000,1,1,4,0
114000,1,2,4,1
435000,1,1,6,0
151000,1,1,12,1
305000,1,3,3,0
173000,1,1,8,0
236000,1,2,2,0
175000,1,3,4,1
318000,1,1,4,0
155000,1,1,4,0
197000,1,1,5,1
183000,1,2,0,1
128000,1,1,5,1
187000,1,2,3,0
513000,1,1,2,0
129000,1,1,4,1
189000,1,1,10,0
300000,1,1,4,0
281000,1,1,141,0
151000,1,3,25,0
50000,1,1,6,1
199000,1,2,7,0
50000,1,2,4,1
337000,1,2,0,0
165000,1,2,0,0
260000,1,1,6,0
91000,1,2,0,0
64000,1,1,3,0
173000,1,3,2,1
147000,1,1,3,1
114000,1,2,6,1
157000,1,2,5,0
687000,1,2,0,1
237000,1,1,4,1
267000,2,2,0,1
239000,2,2,0,1
338000,1,2,2,0
135000,1,1,3,1
50000,2,1,0,1
135000,2,1,0,1
234000,1,3,6,0
88000,1,1,2,1
136000,1,2,0,1
103000,1,2,2,1
343000,1,2,3,0
227000,1,2,7,0
215000,1,2,2,0
211000,1,2,3,0
147000,1,1,0,0
167000,1,3,2,0
78000,2,4,0,1
50000,1,2,2,0
163000,1,3,6,1
179000,2,4,0,1
292000,1,2,2,1
356000,2,2,0,0
356000,1,2,3,1
87000,2,1,0,1
124000,1,1,5,0
195000,1,2,2,0
604000,1,3,2,1
339000,1,1,2,0
278000,1,3,9,0
121000,1,2,20,1
92000,2,2,0,1
231000,1,1,0,0
82000,1,2,4,0
132000,1,1,2,0
141000,1,1,2,1
360000,1,1,2,1
123000,1,1,5,1
50000,1,1,2,0
198000,2,2,0,1
102000,1,1,3,0
154000,2,1,13,1
143000,1,3,2,0
129000,2,2,0,1
232000,1,3,0,0
65000,1,2,2,0
113000,1,1,0,0
219000,2,3,0,1
107000,1,3,5,0
62000,1,2,7,0
217000,1,2,11,1
278000,1,2,2,0
146000,1,2,3,1
51000,1,3,0,1
221000,1,2,2,0
60000,1,1,3,1
178000,1,1,3,1
92000,1,1,2,0
79000,1,1,4,0
118000,1,1,4,0
136000,1,3,5,1
105000,1,1,5,0
207000,1,1,4,1
117000,1,1,4,1
257000,1,2,4,0
175000,1,2,6,1
102000,1,2,14,1
93000,1,4,5,0
61000,1,4,7,1
176000,1,3,3,0
123000,1,3,15,0
50000,1,1,7,1
112000,1,2,9,0
91000,1,1,1,0
357000,1,3,0,1
59000,1,1,5,0
68000,1,1,2,0
276000,1,1,0,0
316000,1,2,4,1
100000,1,2,11,0
106000,1,1,2,0
211000,1,2,8,1
50000,1,1,5,0
54000,1,3,18,1
129000,1,1,6,0
352000,1,1,2,0
118000,1,2,3,0
159000,1,2,4,1
280000,1,3,3,0
478000,1,2,2,0
109000,1,3,6,1
149000,1,1,2,0
409000,1,1,5,0
65000,1,4,5,0
264000,1,1,2,0
86000,1,3,4,0
159000,1,1,0,0
131000,1,2,2,1
89000,1,1,3,0
87000,1,2,5,0
175000,1,3,5,0
259000,1,1,11,1
140000,2,1,0,1
156000,1,1,2,1
205000,1,1,6,0
88000,1,1,2,0
225000,1,4,0,1
235000,1,1,3,1
628000,1,1,3,0
122000,1,2,2,1
117000,1,1,3,0
229000,1,1,0,0
235000,1,2,4,0
112000,1,2,2,0
120000,1,3,2,0
202000,1,1,7,0
95000,1,2,5,0
120000,1,3,1,0
158000,1,3,2,0
259000,1,3,2,0
108000,2,1,0,1
54000,2,4,0,1
52000,1,3,2,0
75000,2,3,0,1
73000,2,2,0,1
138000,1,4,2,0
78000,1,1,0,0
102000,1,2,2,1
98000,1,2,3,0
118000,1,2,4,0
310000,1,3,0,1
216000,1,1,4,0
151000,1,1,6,0
116000,1,1,5,0
118000,1,2,6,0
180000,1,2,2,1
207000,1,3,9,1
91000,1,3,0,1
153000,2,2,0,1
50000,1,1,0,0
169000,1,2,0,0
228000,1,3,2,1
129000,1,2,3,1
407000,1,3,3,1
92000,2,4,0,1
169000,1,1,5,0
147000,1,2,5,1
142000,1,2,3,1
141000,1,2,5,1
159000,2,1,0,1
239000,1,1,0,1
320000,1,1,0,0
150000,1,2,2,1
235000,2,1,0,1
102000,1,1,7,0
229000,1,2,11,1
99000,2,1,0,1
273000,1,3,2,0
506000,2,1,2,1
140000,1,1,1,0
50000,1,4,4,1
111000,1,3,6,1
295000,1,2,4,0
203000,1,3,3,1
172000,1,1,10,0
261000,1,3,4,0
196000,1,1,2,0
293000,1,2,4,1
249000,1,1,0,1
346000,1,3,4,0
183000,1,1,3,0
247000,1,1,5,1
127000,1,1,3,1
108000,1,2,5,1
384000,1,1,14,0
169000,1,2,5,1
234000,1,1,4,0
161000,1,3,3,1
109000,1,1,3,1
151000,1,3,4,0
330000,1,1,2,0
204000,1,1,0,0
59000,1,1,5,1
133000,1,1,6,0
400000,1,2,5,1
133000,1,1,3,0
56000,1,3,3,1
425000,1,2,4,1
218000,1,1,2,1
144000,1,2,7,1
122000,1,1,0,0
272000,1,1,3,0
111000,1,1,0,0
282000,1,1,5,0
202000,1,1,0,0
172000,1,3,11,0
162000,1,2,4,1
